Average of cumm_rainfall,Average of temp_min,Average of temp_max,Average of humidity_min,Average of humidity_max,Average of wind_speed_min,Average of wind_speed_max,District,Average of Year,Constructed date,date,datevalue,AQI,,,,
0,19,31.29,50.36,98.6,0,5.84,Karimnagar,2019,29-Nov-19,29-11-2019,43798,105,,,,
0,19.06,31.39,52.48,98.74,0,5.82,Karimnagar,2019,30-Nov-19,30-11-2019,43799,105,,,,
0,19.91,31.83,48.49,98.22,0,5.36,Karimnagar,2019,01-Dec-19,01-12-2019,43800,112,,,,
0.01,22.7,31.48,53.98,95.72,0,4.64,Karimnagar,2019,02-Dec-19,02-12-2019,43801,112,,,,
2.03,21.58,26.71,80.36,98.2,0,5.46,Karimnagar,2019,03-Dec-19,03-12-2019,43802,112,,,,
0,19.48,29.93,60.53,98.31,0,5.07,Karimnagar,2019,04-Dec-19,04-12-2019,43803,112,,,,
0,17.61,29.99,46.06,97.29,0,7.64,Karimnagar,2019,05-Dec-19,05-12-2019,43804,112,,,,
0,16.07,29.46,46.43,97.24,0,5.61,Karimnagar,2019,06-Dec-19,06-12-2019,43805,112,,,,
0,16.33,29.2,46.91,98.17,0,6.26,Karimnagar,2019,07-Dec-19,07-12-2019,43806,112,,,,
0,16.97,28.69,46.43,97.66,0,4.23,Karimnagar,2019,08-Dec-19,08-12-2019,43807,112,,,,
0,18.43,29.73,51.91,97.51,0,4.95,Karimnagar,2019,09-Dec-19,09-12-2019,43808,112,,,,
0,18.23,30.48,49.31,98.16,0,5.21,Karimnagar,2019,10-Dec-19,10-12-2019,43809,112,,,,
0,17.07,31,45.16,98.23,0,5.34,Karimnagar,2019,11-Dec-19,11-12-2019,43810,112,,,,
0,17.07,30.82,44.69,97.98,0,5.14,Karimnagar,2019,12-Dec-19,12-12-2019,43811,112,,,,
0,18.46,30.24,44.19,96.99,0,9.93,Karimnagar,2019,13-Dec-19,13-12-2019,43812,112,,,,
0,19.1,31.05,46.81,97.76,0,10.59,Karimnagar,2019,14-Dec-19,14-12-2019,43813,112,,,,
0,19.11,31.35,49.9,97.67,0,8.75,Karimnagar,2019,15-Dec-19,15-12-2019,43814,112,,,,
0,17.91,31.27,43.25,98.13,0,11.07,Karimnagar,2019,16-Dec-19,16-12-2019,43815,112,,,,
0,17.65,30.58,45.86,98.04,0,7.14,Karimnagar,2019,17-Dec-19,17-12-2019,43816,112,,,,
0,17.76,29.77,52.08,98.44,0,5.67,Karimnagar,2019,18-Dec-19,18-12-2019,43817,112,,,,
0,16.42,29.61,49.79,98.61,0,4.56,Karimnagar,2019,19-Dec-19,19-12-2019,43818,112,,,,
0,16.22,29.89,48.07,98.2,0,4.53,Karimnagar,2019,20-Dec-19,20-12-2019,43819,112,,,,
0,17.24,30.07,47.12,97.67,0,4.37,Karimnagar,2019,21-Dec-19,21-12-2019,43820,112,,,,
0,17.14,28.73,48.53,97.73,0,4.86,Karimnagar,2019,22-Dec-19,22-12-2019,43821,112,,,,
0,17.12,30.13,45.57,98.26,0,8.86,Karimnagar,2019,23-Dec-19,23-12-2019,43822,112,,,,
0,17.7,28.61,54.33,95.31,0.4,9.07,Karimnagar,2019,24-Dec-19,24-12-2019,43823,112,,,,
0,18.6,29.4,50.14,93.8,1.8,9.69,Karimnagar,2019,25-Dec-19,25-12-2019,43824,112,,,,
0,20.82,30.35,47.73,90.98,0,10.87,Karimnagar,2019,26-Dec-19,26-12-2019,43825,112,,,,
0,20.26,27.67,68.2,96.7,0,8.36,Karimnagar,2019,27-Dec-19,27-12-2019,43826,112,,,,
0,16.46,26.77,65.33,90.56,0.13,8.01,Karimnagar,2019,28-Dec-19,28-12-2019,43827,112,,,,
0,13.74,26.27,44.58,79.55,0,7.41,Karimnagar,2019,29-Dec-19,29-12-2019,43828,112,,,,
0,14.43,27.18,36.87,86.39,0,7.4,Karimnagar,2019,30-Dec-19,30-12-2019,43829,112,,,,
0,19.06,28.24,50.71,90.39,0.6,9.44,Karimnagar,2019,31-Dec-19,31-12-2019,43830,112,,,,
0,19.84,26.66,62.49,93.16,0,11.28,Karimnagar,2020,01-Jan-20,01-01-2020,43831,111,,,,
0,20.94,29.91,54.81,92.81,0,12.73,Karimnagar,2020,02-Jan-20,02-01-2020,43832,111,,,,
0.86,21.56,29.43,61.1,91.86,0,11.74,Karimnagar,2020,03-Jan-20,03-01-2020,43833,111,,,,
4.2,19.51,23.55,87.33,97.41,0,7.58,Karimnagar,2020,04-Jan-20,04-01-2020,43834,111,,,,
0,17.89,25.52,76.94,96.86,0,7.31,Karimnagar,2020,05-Jan-20,05-01-2020,43835,111,,,,
0,15.68,26.71,54.4,92.39,0,9.34,Karimnagar,2020,06-Jan-20,06-01-2020,43836,111,,,,
0,19.43,28.81,54.58,92.01,0,6.39,Karimnagar,2020,07-Jan-20,07-01-2020,43837,111,,,,
0,21.4,29.71,60.83,92.82,0,10.4,Karimnagar,2020,08-Jan-20,08-01-2020,43838,111,,,,
0,20.71,29.22,63.58,93.03,0,12.86,Karimnagar,2020,09-Jan-20,09-01-2020,43839,111,,,,
0,17.98,29.76,59.14,89.43,0,9.99,Karimnagar,2020,10-Jan-20,10-01-2020,43840,111,,,,
0,15.09,26.73,62.2,89.88,0,7.76,Karimnagar,2020,11-Jan-20,11-01-2020,43841,111,,,,
0,14.11,27.85,50.59,92.46,0,5.08,Karimnagar,2020,12-Jan-20,12-01-2020,43842,111,,,,
0,12.65,27.94,29.54,92.23,0,7.01,Karimnagar,2020,13-Jan-20,13-01-2020,43843,111,,,,
0,15.09,30.05,30.57,91.89,0,4.84,Karimnagar,2020,14-Jan-20,14-01-2020,43844,111,,,,
0,17.73,29.36,52.72,96.21,0,8.77,Karimnagar,2020,15-Jan-20,15-01-2020,43845,111,,,,
0,17.32,29.33,48.53,95.44,0,11.51,Karimnagar,2020,16-Jan-20,16-01-2020,43846,111,,,,
0,19.54,29.59,48.25,93.38,0,13.11,Karimnagar,2020,17-Jan-20,17-01-2020,43847,111,,,,
0,20.21,29.92,52.02,93.99,0,10.35,Karimnagar,2020,18-Jan-20,18-01-2020,43848,111,,,,
0,19.33,29.56,55.09,95.93,0,9.89,Karimnagar,2020,19-Jan-20,19-01-2020,43849,111,,,,
0,20.06,30.46,57.61,95.36,0,9.71,Karimnagar,2020,20-Jan-20,20-01-2020,43850,111,,,,
0,19.12,28.92,64.03,97.03,0,7.32,Karimnagar,2020,21-Jan-20,21-01-2020,43851,111,,,,
